t,x
22.53,1.7458345493274654
22.54,1.7160047624043817
22.55,1.7452224600978004
22.56,1.7341212228613576
22.57,1.680430304271783
22.580000000000002,1.8318030749699548
22.59,1.8172153645792792
22.6,1.8805580161369164
22.61,1.7930164224786844
22.62,1.6349437299809466
22.63,1.6298433838194326
22.64,1.6096031211827297
22.650000000000002,1.7314902345774597
22.66,1.7419996155424509
22.67,1.7424540686371348
22.68,1.6456667010819412
22.69,1.7339668151101733
22.7,1.7099753004129006
22.71,1.7647307959182492
22.72,1.590926103397626
22.73,1.5259537244814094
22.740000000000002,1.658805221515706
22.75,1.6727245945900262
22.76,1.7063797455891005
22.77,1.824089942652657
22.78,1.7839965854271465
22.79,1.7945544679478453
22.8,1.8735947114190377
22.81,1.971421753350588
22.82,1.9852616801898924
22.830000000000002,2.0513857347466833
22.84,2.0093553420067227
22.85,2.061032619861631
22.86,2.0581063756318794
22.87,2.2040336853300055
22.88,2.2065529148517387
22.89,2.1847853187114246
22.900000000000002,2.1946982712094543
22.91,2.264928821469157
22.92,2.2440700982958357
22.93,2.266517547431885
22.94,2.4015254758684526
22.95,2.5007876122767634
22.96,2.5939021204495356
22.97,2.5854518286955344
22.98,2.6614935782878972
22.990000000000002,2.671820118929671
23.0,2.6758270696347037
23.01,2.795525638939188
23.02,2.779246380308662
23.03,2.676177739022169
23.04,2.7329552880665475
23.05,2.714208429264473
23.06,2.782182970090277
23.07,2.8067444726296533
23.080000000000002,2.855930043920699
23.09,2.8683322241835145
23.1,2.810711015876821
23.11,2.897200329900966
23.12,2.8445389087428525
23.13,2.767795531462373
23.14,2.768480922383933
23.150000000000002,2.6000953973755
23.16,2.500328517899207
23.17,2.546988772347909
23.18,2.504065949196467
23.19,2.5778771204129
23.2,2.727210571460279
23.21,2.8056418308413305
23.22,2.7708653144384283
23.23,2.646004264526831
23.240000000000002,2.5726007528419634
23.25,2.669275832448744
23.26,2.606231276881235
23.27,2.456321991298114
23.28,2.5648013675622816
23.29,2.578349694014697
23.3,2.555960052291888
23.31,2.4875714311610513
23.32,2.4796336892405892
23.330000000000002,2.3765177505907102
23.34,2.3153680920228155
23.35,2.303680645145935
23.36,2.349716749302491
23.37,2.3146679223302784
23.38,2.250555969474338
23.39,2.3329199011433683
23.400000000000002,2.1994993091463613
23.41,2.2036653823154015
23.42,2.2932137634848693
23.43,2.3537174862033217
23.44,2.425135340663436
23.45,2.4619743579415485
23.46,2.510740717732555
23.47,2.455431972832925
23.48,2.397519437614186
23.490000000000002,2.5179039719538174
23.5,2.5069154611958
23.51,2.4294166872522798
23.52,2.319175434091462
23.53,2.124650564072047
23.54,2.061570317950072
23.55,2.0613796939029134
23.56,2.1365680521774997
23.57,2.1542934021942353
23.580000000000002,2.267150760100999
23.59,2.3260174714404473
23.6,2.3958819529846958
23.61,2.3368434497962656
23.62,2.3650683484114814
23.63,2.16178708318586
23.64,2.248698115982132
23.650000000000002,2.142147270380383
23.66,2.1532291835012094
23.67,2.230323918229932
23.68,2.3141690573955342
23.69,2.255221093756444
23.7,2.2500559596920717
23.71,2.410312661214007
23.72,2.4496751275042423
23.73,2.5676453954558034
23.740000000000002,2.5636838598286222
23.75,2.792345375467733
23.76,2.8063044140294067
23.77,2.8041897211435693
23.78,2.7682030023451363
23.79,2.7249648949479903
23.8,2.7212498149411073
23.81,2.7469821567703447
23.82,2.6098168756558056
23.830000000000002,2.8465618078297283
23.84,2.7678623501562187
23.85,2.8086839263589325
23.86,2.760340845806205
23.87,2.6200988566356473
23.88,2.5957853898699264
23.89,2.562230454740957
23.900000000000002,2.6116868621682556
23.91,2.6757234146551485
23.92,2.736402622255051
23.93,2.7451703721981233
23.94,2.931302452186627
23.95,2.990001639739856
23.96,2.9894934958636457
23.97,2.9983207853164324
23.98,2.9310824619960587
23.990000000000002,3.0095099177894844
24.0,2.9124018323411467
24.01,2.9922298094199262
24.02,3.0386145191993954
24.03,3.0594494030403974
24.04,2.9185351991349813
24.05,2.9448015722885863
24.060000000000002,3.081921536251601
24.07,3.2081716432352683
24.080000000000002,3.287078579769875
24.09,3.116435426766437
24.1,3.1626767500041626
24.11,3.120089931695229
24.12,3.0861936932952494
24.13,3.11629953048521
24.14,3.0884236940280974
24.150000000000002,3.0680762841609814
24.16,3.0475440332030317
24.17,2.970154064211511
24.18,3.0295472499591765
24.19,3.1634123239240903
24.2,3.1686760910429155
24.21,3.2081319800793113
24.22,3.228156760608964
24.23,3.0612393217322014
24.240000000000002,3.10708882464977
24.25,3.038022872534373
24.26,2.9625738580321097
24.27,2.8940320663474437
24.28,3.0385116271781216
24.29,3.1256352634348104
24.3,3.1919282047309157
24.310000000000002,3.2052489266370596
24.32,3.2513528588410545
24.330000000000002,3.2074165230367906
24.34,3.1678016105200686
24.35,3.060673822291794
24.36,3.0340001633784435
24.37,3.089821298632233
24.38,3.127086321018578
24.39,3.1113797380431323
24.400000000000002,2.967524755214946
24.41,3.023798653924409
24.42,3.0411709311991957
24.43,2.888906925759107
24.44,2.8306608543863176
24.45,2.9553237308146345
24.46,2.8408738223479104
24.47,2.850689074519652
24.48,2.9127673116202484
24.490000000000002,2.935602755218653
24.5,2.9112620964359914
24.51,2.933423189920454
24.52,3.0124615337589784
24.53,2.887743451079214
24.54,2.743795398887987
24.55,2.8655495862389753
24.560000000000002,2.867690301948514
24.57,3.0432896962364984
24.580000000000002,2.9608116030614995
24.59,3.005680186725884
24.6,2.9040642811683783
24.61,2.8689437175764754
24.62,2.8333166895939446
24.63,2.7416315695156217
24.64,2.8217310437759062
24.650000000000002,2.787111039728215
24.66,2.7767806101402424
24.67,2.9645161639024575
24.68,2.992196978993499
24.69,2.9173556045118207
24.7,2.7224024522219206
24.71,2.828754156247718
24.72,2.9038593235708863
24.73,2.7797296899231987
24.740000000000002,2.7571182307998683
24.75,2.6498927207162066
24.76,2.6216972180142455
24.77,2.5249391611675307
24.78,2.381905223653849
24.79,2.3545238146075795
24.8,2.371047278253012
24.810000000000002,2.2593165954554246
24.82,2.3930625767727185
24.830000000000002,2.4608989803853705
24.84,2.3820451688958952
24.85,2.250534455987449
24.86,2.273996697755967
24.87,2.2392742717158587
24.88,2.28028128618912
24.89,2.1251486863498337
24.900000000000002,2.170816549672229
24.91,2.252978472979928
24.92,2.3046142937534295
24.93,2.1660856677336056
24.94,2.07833173312707
24.95,2.084625053967504
24.96,2.1573105478013743
24.97,2.2092376873379784
24.98,2.2030852176121876
24.990000000000002,2.01428541827873
25.0,2.0958320641909305
25.01,1.964575457603244
25.02,2.0431354952630483
25.03,2.127276024624171
25.04,2.282282414173888
